Unnamed: 0,zip_month,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WT08,WT11
2934,74044-Jul,0,32.7214076246334,0,0,337.681451612903,218.911290322581,0,0
2935,74044-Aug,0,27.9940828402367,0,0,341.971774193548,211.508064516129,0,0
2936,74044-Sep,0,29.9483282674772,0,0,291.475,156.195833333333,0,0
2937,74044-Oct,0,28.6745562130177,0,0,231.83064516129,92.5604838709677,0,0
2938,74044-Nov,0,20.60625,0.089147286821706,0.1015625,170.5875,37.4541666666667,0,0
2939,74044-Dec,0,17.1164179104478,1.00348432055749,0.777777777777778,97.7169811320755,-21.5518867924528,0,0
2940,90704-Jan,34.1794117647059,21.0828402366864,0,0,166.932551319648,105.478005865103,1,0
2941,90704-Feb,35.8322580645161,20.9383116883117,0,0,162.7,98.3387096774194,1,0
2942,90704-Mar,36.1799410029499,5.90236686390533,0,0,180.355882352941,103.947058823529,1,0
2943,90704-Apr,36.508038585209,4.63578274760384,0,0,186.302547770701,105.487261146497,1,0
2944,90704-May,32.4121212121212,3.02409638554217,0,0,194.111111111111,114.567567567568,1,0
2945,90704-Jun,24.5,0.887878787878788,0,0,221.406060606061,132.518181818182,1,0
2946,90704-Jul,23.4134897360704,1.08849557522124,0,0,245.58357771261,153.686217008798,1,0
2947,90704-Aug,24.2507374631268,0.227810650887574,0,0,261.276470588235,168.5,1,0
2948,90704-Sep,27.273556231003,0.9209726443769,0,0,258.887878787879,173.615151515152,1,0
2949,90704-Oct,30.8184523809524,5.48648648648649,0,0,230.430267062315,154.145400593472,1,0
2950,90704-Nov,31.6625766871166,8.34876543209877,0,0,198.486068111455,125.783281733746,1,0
2951,90704-Dec,35.547619047619,17.6925373134328,0,0,157.905044510386,99.9436201780416,1,0
2952,45816-Jan,52.6275659824047,14.3929618768328,5.33103448275862,48.8913043478261,7.93841642228739,-76.1524926686217,1,1
2953,45816-Feb,49.5980707395499,15.4694533762058,9.53731343283582,72.3909465020576,16.5144694533762,-71.3890675241158,1,1
2954,45816-Mar,48.2551319648094,20.4633431085044,2.05864197530864,11.0391304347826,94.0703812316716,-7.68621700879765,1,0
2955,45816-Apr,50.1030303030303,28.5909090909091,0.294326241134752,0.286516853932584,168.593939393939,46.6121212121212,1,0
2956,45816-May,41.4897360703812,26.158357771261,0,0,231.844574780059,111.079178885631,1,1
2957,45816-Jun,37.8103975535168,35.0424242424242,0,0,277.981818181818,160.642424242424,1,1
2958,45816-Jul,31.0803571428571,28.6070381231672,0,0,291.322580645161,174.202346041056,1,1
2959,45816-Aug,28.1348973607038,28.5923753665689,0,0,282.818181818182,164.439882697947,1,1
2960,45816-Sep,31.7261538461538,23.7151515151515,0,0,252.769696969697,127.884848484848,1,1
2961,45816-Oct,41.3636363636364,20.3225806451613,0,0,183.184750733138,70.0175953079179,1,0
2962,45816-Nov,45.7957317073171,18.4909090909091,0.29,2.51980198019802,107.739393939394,9.14848484848485,1,0
2963,45816-Dec,48.5425219941349,18.3225806451613,4.26116838487973,20.7511520737327,36.3958944281525,-37.0762463343109,1,0
2964,29568-Jan,29.6882352941176,22.7595307917889,0.278225806451613,0.92,133.065088757396,26.900293255132,1,0
2965,29568-Feb,33.705501618123,31.459807073955,0.726495726495726,2.72727272727273,143.881028938907,35.379421221865,1,0
2966,29568-Mar,36.4134897360704,25.2199413489736,0,0,182.533724340176,73.6627565982405,1,1
2967,29568-Apr,38.5424242424242,22.0636363636364,0,0,225,122.369696969697,1,0
2968,29568-May,37.9560117302053,29.8504398826979,0,0,261.944281524927,172.052785923754,1,0
2969,29568-Jun,38.1363636363636,31.8575757575758,0,0,299.351515151515,217.269696969697,1,0
2970,29568-Jul,37.5923753665689,49.0703812316715,0,0,310.50146627566,232.049853372434,1,0
2971,29568-Aug,31.0645161290323,60.733137829912,0,0,305.480938416422,229.612903225806,1,0
2972,29568-Sep,32.0060790273556,46.9393939393939,0,0,288.545454545455,200.554545454545,1,0
2973,29568-Oct,29.533724340176,40.2404692082112,0,0,243.92082111437,137.932551319648,1,0
2974,29568-Nov,27.6969696969697,26.5848484848485,0.01171875,0,189.954545454545,70.8969696969697,1,0
2975,29568-Dec,28.0351906158358,27.5630498533724,0.017921146953405,0.263157894736842,159.448680351906,53.4486803519062,1,0
2976,24416-Jan,0,22.5102639296188,1.95894428152493,5.43108504398827,68.2346041055718,-49.3284457478006,0,1
2977,24416-Feb,0,19.5530546623794,3.87459807073955,20.0064308681672,90.1184210526316,-43.5032894736842,0,1
2978,24416-Mar,0,28.3724340175953,2.54838709677419,4.83870967741936,143.877976190476,1.3125,0,1
2979,24416-Apr,0,31.2393939393939,0,0,206.636363636364,52.6231003039514,0,1
2980,24416-May,0,31.5865102639296,0,0,246.041055718475,107.837837837838,0,1
2981,24416-Jun,0,33.4030303030303,0,0,291.469696969697,155.524242424242,0,1
2982,24416-Jul,0,33.2258064516129,0,0,304.123167155425,176.66275659824,0,1
2983,24416-Aug,0,25.5190615835777,0,0,297.33431085044,170.671554252199,0,1
2984,24416-Sep,0,30.2212121212121,0,0,268.475757575758,132.490909090909,0,1
2985,24416-Oct,0,27.8504398826979,0,0,211.791176470588,66.2852941176471,0,1
2986,24416-Nov,0,20.6636363636364,0.039393939393939,0,143.212121212121,0.584848484848485,0,1
2987,24416-Dec,0,30.574780058651,1.70967741935484,8.26099706744868,91.8823529411764,-20.0882352941176,0,1
3000,75764-Jan,0,30.7264705882353,0.07396449704142,0.07396449704142,134.158823529412,25.7411764705882,0,0
3001,75764-Feb,0,29.5627009646302,0.254019292604502,0.32475884244373,155.093548387097,44.1838709677419,0,1
3002,75764-Mar,0,38.6099706744868,0.067448680351906,0.073313782991202,201.762463343108,89.5219941348973,0,1
3003,75764-Apr,0,33.4090909090909,0,0,240.757575757576,128.857575757576,0,1
3004,75764-May,0,40.7478005865103,0,0,273.401759530792,171.527859237537,0,1
3005,75764-Jun,0,34.2090909090909,0,0,313.187878787879,215.833333333333,0,1
3006,75764-Jul,0,30.1554252199414,0,0,331.572271386431,223.961651917404,0,1
3007,75764-Aug,0,29.7595307917889,0,0,337.090909090909,225.850439882698,0,0
3008,75764-Sep,0,26.6878787878788,0,0,307.342424242424,198.130303030303,0,1
3009,75764-Oct,0,31.7360703812317,0,0,257.58651026393,142.046920821114,0,0
3010,75764-Nov,0,28.0121212121212,0,0,194.363636363636,87.3818181818182,0,0
3011,75764-Dec,0,32.8005865102639,0,0,147.818181818182,38.8709677419355,0,0
3036,73031-Jan,0,7.47507331378299,1.0062893081761,6.54609929078014,107.055882352941,-26.425219941349,0,0
3037,73031-Feb,0,16.4726688102894,2.59106529209622,11.1233766233766,127.135048231511,-2.82315112540193,0,1
3038,73031-Mar,0,22.7624633431085,0.471380471380471,1.70149253731343,189.240469208211,53.0557184750733,0,1
3039,73031-Apr,0,36.9333333333333,0,0,223.378787878788,93.9151515151515,0,1
3040,73031-May,0,54.2756598240469,0,0,260.33431085044,140.953079178886,0,1
3041,73031-Jun,0,40.4,0,0,316.636363636364,198.227272727273,0,1
3042,73031-Jul,0,31.9970674486804,0,0,341.504398826979,213.539589442815,0,1
3043,73031-Aug,0,26.5366568914956,0,0,341.853372434018,208.1642228739,0,1
3044,73031-Sep,0,26.8030303030303,0,0,300.563636363636,165.063636363636,0,1
3045,73031-Oct,0,23.8475073313783,0,0,241.041055718475,98.574780058651,0,1
3046,73031-Nov,0,16.4333333333333,0.396610169491525,0.9921875,180.433333333333,41.130303030303,0,1
